acc_x,acc_y,acc_z,gy_x,gy_y,gy_z,pitch,roll,yaw,direction,trainable
0.0606,0.0301,0.9979,0.0948,-0.2467,1.9909,166.0429,358.5664,11.2092,right,test
0.0708,-0.0644,0.9862,-0.0638,-0.0314,2.0893,186.8768,355.3463,10.5465,right,test
0.1787,0.0053,0.9604,0.5004,0.4094,1.2313,203.8629,354.8503,13.0214,right,test
0.1384,0.018,0.9494,0.2252,0.154,-0.0991,203.6258,355.5651,15.3854,right,test
0.072,-0.0552,0.9745,0.0276,-0.2134,-2.2256,176.4858,0.1185,15.6256,right,test
0.0475,-0.0154,0.9631,0.4014,0.4705,-2.5854,147.0927,12.1092,16.196,right,test
-0.0916,0.075,0.9324,-0.2712,0.0713,-1.8829,120.5258,17.9978,8.0246,right,test
-0.0933,-0.0106,0.986,0.2829,-0.0118,0.5915,124.3261,16.1894,10.1584,right,test
0.0182,0.0066,0.9692,0.1088,0.2548,0.5814,134.2799,15.041,12.8257,right,test
-0.0805,0.1093,0.9724,0.4158,0.0551,2.4341,160.1375,6.9126,22.3579,right,test
0.0819,-0.0528,0.9772,0.242,-0.2913,1.8147,182.1101,353.0817,22.8583,right,test
0.1118,0.059,0.9996,-0.2235,-0.1056,1.5814,203.9018,344.9999,14.3998,right,test
0.1549,0.0391,1.0184,-0.1951,0.038,-0.2213,204.7841,348.3447,9.126,right,test
0.1484,-0.0321,1.0021,0.0945,-0.3756,-2.0652,177.666,352.6397,12.0834,right,test
0.1675,-0.1136,0.984,-0.0662,0.6164,-3.1196,144.146,3.3497,10.4844,right,test
-0.1775,0.0663,1.0074,0.1659,0.1665,-2.4189,118.3664,12.3349,7.1918,right,test
-0.0178,0.0303,0.9962,0.0563,-0.0583,-0.9586,109.3234,12.8659,4.0982,right,test
-0.1027,0.0294,1.0325,0.3461,-0.305,1.3373,123.1449,8.6536,8.2291,right,test
0.1421,0.0083,1.0191,0.4762,-0.3179,2.6256,153.7275,359.0022,13.8487,right,test
0.0822,0.016,0.9724,0.3284,0.5315,3.0765,192.9085,357.1209,14.9504,right,test
0.0836,-0.007,1.014,-0.4315,0.0105,1.1104,210.3193,355.5367,7.1813,right,test
0.1069,-0.0277,0.9994,0.1189,0.1409,-0.5955,206.4005,358.0144,8.112,right,test
0.0914,-0.0478,0.9987,0.278,-0.2036,-2.5643,175.9969,1.7231,10.4155,right,test
0.2112,-0.1196,0.8174,-0.5076,0.3727,-3.4555,138.287,1.9831,5.2908,right,test
-0.0175,0.0486,0.9616,-0.0573,0.4686,-2.0948,107.8073,8.9163,1.133,right,test
-0.0679,0.0517,0.9867,0.0447,-0.0622,1.071,118.1382,8.6351,2.4122,right,test
-0.0679,0.0517,0.9867,0.0447,-0.0622,1.071,118.1382,8.6351,2.4122,right,test
0.0701,0.0534,0.9819,0.3232,-0.1926,1.8349,142.4061,2.8911,7.7541,right,test
-0.1227,0.0529,0.9331,0.1002,-1.6622,0.0793,146.1488,6.412,3.2699,up,train
0.1995,0.007,0.9782,0.0061,-0.2618,-0.1947,143.7422,357.9647,1.042,up,train
0.0398,0.0058,0.9614,0.0245,2.7956,0.2213,146.0914,19.6641,0.5604,up,train
-0.4093,0.0189,0.8468,-0.2742,1.4691,-0.0148,147.2838,40.4199,358.4291,up,train
-0.6415,0.0286,0.6792,-0.1362,1.4713,-0.1898,141.4768,58.2958,351.777,up,train
-0.8592,0.0177,0.482,0.0862,0.1279,-0.0395,136.9683,64.0352,350.1326,up,train
-0.7765,0.0342,0.6438,-0.0131,-2.6399,0.0042,141.8631,37.6578,355.5325,up,train
-0.2404,-0.0355,0.9017,0.0377,-1.77,-0.3031,142.6589,14.225,355.525,up,train
0.0766,0.0199,1.0145,-0.0353,-0.8317,0.1169,144.6938,3.1805,357.7487,up,train
0.1588,-0.0388,0.9906,0.1445,0.0995,0.0212,145.1097,0.3239,358.2454,up,train
-0.0331,-0.0256,0.9631,-0.0883,2.4556,-0.0094,144.6027,25.1456,355.387,up,train
-0.4813,0.0427,0.8564,0.332,1.3096,0.2338,144.5882,43.4998,357.3645,up,train
-0.7469,0.0379,0.5871,-0.0474,1.2794,-0.1132,142.0238,60.8435,356.513,up,train
-0.9476,0.0272,0.4874,0.0424,-0.5044,0.1641,142.8135,59.3566,359.0812,up,train
-0.5798,0.1068,0.7472,-0.1536,-2.1564,0.3061,146.9554,34.1477,0.455,up,train
-0.2113,0.0396,0.9278,0.1322,-1.5389,0.1855,148.0572,8.972,1.5677,up,train
0.0812,0.0354,0.9884,0.0146,-0.7792,0.0117,149.2391,356.4646,1.8335,up,train
0.1377,0.0202,0.9992,0.0403,0.4553,0.0856,150.0268,357.7684,2.6723,up,train
-0.0681,0.0151,0.9872,0.1347,1.0885,-0.0937,150.557,10.4316,3.2836,up,train
-0.4001,0.0733,0.9051,0.43,1.8081,0.0135,152.0589,30.6503,8.9326,up,train
-0.741,0.0818,0.676,-0.0602,1.1346,-0.1938,150.7567,48.3741,7.9272,up,train
-0.8343,0.0488,0.502,-0.0046,0.7889,-0.0931,149.1692,59.3188,8.3695,up,train
-0.8716,0.0442,0.531,0.015,-1.5248,-0.0365,145.1464,47.0885,5.7441,up,train
-0.469,0.0515,0.7998,-0.2187,-1.9814,0.2057,144.4411,17.8138,5.2152,up,train
-0.0257,0.0828,0.9392,-0.1937,-1.3147,-0.1056,142.9854,356.0469,5.6833,up,train
0.1295,0.0073,0.9933,-0.0015,-0.0361,0.0244,143.5378,351.2002,4.2397,up,train
-0.0346,0.0422,0.9329,0.0034,2.1981,-0.1711,143.5803,12.922,5.8706,up,train
-0.4428,0.0294,0.8946,-0.1496,1.2491,-0.1167,143.4667,31.1447,3.3652,up,train
-0.6494,0.0253,0.697,0.2477,1.4318,-0.1423,145.21,48.0566,8.1972,up,train
-0.8639,0.0131,0.5174,0.044,0.7672,-0.1066,146.6132,58.5415,10.8493,up,train
-0.9044,0.0112,0.3636,-0.0091,0.364,0.0922,148.7058,63.0317,13.5426,up,train
-0.915,0.0172,0.3665,0.0412,-0.0887,-0.0019,149.059,63.3965,13.8519,up,train
-0.8627,0.0068,0.4876,-0.1136,-1.4714,-0.0697,140.35,47.0514,5.8949,up,train
-0.6674,0.0034,0.7287,-0.0886,-0.8965,0.0017,139.5173,35.2708,4.0757,up,train
-0.3964,0.0012,0.8844,0.0858,-1.1968,-0.0587,138.2248,18.8241,4.6318,up,train
-0.1661,0.0143,0.9784,0.0541,-1.0395,-0.0111,137.2025,8.081,2.4892,up,train
0.0587,0.0357,0.9777,-0.0702,-0.7676,-0.0807,137.0555,358.0597,3.1335,up,train
0.167,0.0376,0.9945,-0.0029,0.0798,-0.0565,136.444,356.0612,1.7066,up,train
0.0689,0.009,0.9687,-0.0283,2.7089,-0.1613,137.1198,17.7092,0.171,up,train
-0.4784,0.0563,0.8381,-0.3762,1.4173,-0.0828,134.5242,38.6272,358.419,up,train
-0.7558,0.0306,0.6828,0.2362,1.2551,-0.0211,132.2979,54.9962,358.8258,up,train
-0.8499,0.0197,0.4879,0.0682,0.84,0.146,138.0781,65.7554,4.7146,up,train
-0.9197,0.0286,0.3173,0.0924,0.2536,0.01,140.8182,71.8576,9.0802,up,train
-0.9274,0.058,0.3587,0.0453,-0.6386,-0.0816,138.3518,68.3543,7.1456,up,train
-0.8533,0.1025,0.5144,-0.156,-2.3069,0.2251,136.1043,46.7794,6.2003,up,train
-0.3826,0.0464,0.9002,0.2115,-1.3381,-0.0431,134.5746,26.26,4.0918,up,train
-0.1691,0.0422,0.9477,-0.309,-1.2791,0.1197,136.2004,7.51,0.3095,up,train
0.064,0.0762,0.9675,0.0233,-0.6111,0.0171,137.0124,357.6675,2.2377,up,train
0.1666,0.0677,0.9918,0.1907,0.1564,-0.055,137.006,357.6037,3.2322,up,train
0.1353,0.0762,0.9636,-0.1575,1.0666,-0.063,137.6505,1.7612,3.1464,up,train
-0.1293,0.0216,0.958,-0.313,2.0015,-0.0944,137.7169,21.5621,359.8967,up,train
-0.4065,-0.0164,0.868,-0.0912,2.154,0.0045,136.9471,40.6354,358.378,up,train
-0.7269,0.0102,0.5888,-0.0665,0.9154,-0.0034,136.4008,53.8054,359.2843,up,train
-0.8301,-0.0403,0.4313,0.0288,1.1103,-0.0361,133.7278,67.8848,356.0141,up,train
-0.9752,-0.0065,0.1947,0.2286,0.1967,0.1218,134.2659,73.1108,1.4728,up,train
-0.9661,-0.0043,0.3095,0.1809,-0.8811,0.0104,132.8033,67.0136,2.0621,up,train
-0.7684,0.0558,0.5936,-0.0338,-1.8289,0.3225,137.4296,47.2334,4.717,up,train
-0.4717,0.0675,0.888,0.1479,-1.5635,0.3033,140.9484,26.5595,7.5818,up,train
-0.1432,0.1236,0.9175,-0.1046,-1.0363,0.1533,140.9261,10.4676,7.4684,up,train
0.0863,0.1025,0.968,-0.1963,-0.5467,0.1481,142.1224,359.4746,5.6942,up,train
0.111,0.0845,0.9923,0.0184,0.4921,-0.0306,142.1116,1.4919,6.157,up,train
-0.0583,0.0036,0.9948,-0.1346,1.486,-0.1625,141.8561,15.0565,3.3637,up,train
-0.4325,0.0437,0.9087,0.4741,2.069,-0.1039,142.7532,40.1159,7.9056,up,train
-0.7032,0.0352,0.6497,-0.013,1.5617,0.0039,147.4613,58.3973,10.5189,up,train
-0.9163,0.0238,0.3378,0.2261,1.0559,-0.1188,149.9291,73.8823,15.6466,up,train
-0.9715,0.0272,0.1876,0.0322,0.0276,0.0621,152.97,76.3499,19.972,up,train
-1.0182,0.017,0.2919,0.2854,-2.4171,0.1403,138.6468,56.1351,10.5118,up,train
-0.5433,0.0716,0.7689,-0.3023,-2.9107,0.0695,135.5827,20.7839,5.5175,up,train
-0.1333,0.0787,0.9982,-0.0488,-1.2605,0.1299,137.3386,1.1777,5.4227,up,train
0.0756,0.0653,0.9719,-0.2244,-0.134,0.089,138.5875,355.2215,2.8774,up,train
0.064,0.0765,0.8978,-0.5356,2.3101,-0.2314,138.052,12.7373,0.4316,up,train
-0.5625,0.05,0.7745,0.3135,2.4838,0.0139,140.5604,45.0042,6.3087,up,train
-0.8494,0.007,0.4343,0.1675,1.3791,0.0722,147.8511,62.9938,15.3436,up,train
-0.9222,0.0029,0.2074,0.0569,0.1721,0.0266,152.993,68.8921,22.908,up,train
-1.0054,0.0168,0.3668,0.3266,-1.6992,0.0424,144.0863,59.4828,16.1982,up,train
-0.5707,0.0753,0.6816,-0.3628,-2.1296,0.2547,138.3484,28.4819,10.0917,up,train
-0.2012,0.0044,0.9758,-0.0375,-1.7038,0.1616,137.4742,6.0938,8.0935,up,train
0.0267,0.0005,1.0854,0.5388,0.5933,0.0608,139.1007,9.7088,9.0713,up,train
-0.1121,0.0733,0.9492,-0.2391,1.7271,-0.117,141.5689,28.2211,5.9552,up,train
-0.5356,0.0641,0.8395,-0.4813,1.6626,-0.2315,140.9962,47.8933,2.7202,up,train
-0.7933,0.0566,0.5193,0.0889,1.7903,0.1249,147.0227,68.7069,10.6767,up,train
-0.9871,0.0456,0.2335,0.1225,0.7537,-0.037,159.1884,80.946,25.3413,up,train
-0.9849,0.0294,0.1547,0.0138,-0.297,0.0052,155.874,80.2245,24.3457,up,train
-0.7052,0.0957,0.5671,-0.1356,-2.3471,0.2065,141.9315,49.0692,8.6796,up,train
-0.4038,0.0422,0.8461,-0.5693,-2.0438,0.1826,141.9435,21.2339,3.554,up,train
0.0657,0.0388,0.9663,-0.2327,-0.9216,0.0287,142.954,5.8806,0.5971,up,train
-0.0583,-0.0304,0.8807,-0.6191,3.9558,0.0528,140.5475,42.3139,351.374,up,train
-0.6534,0.0117,0.6587,-0.0537,2.0069,0.2113,133.1815,64.119,345.3874,up,train
-0.9261,-0.001,0.3285,0.1977,1.3123,0.0162,100.5139,82.5837,316.5483,up,train
-0.9817,0.0146,0.1435,-0.0119,-0.4173,0.1078,115.4361,82.2986,334.5751,up,train
-0.8316,0.0017,0.3599,-0.2382,-1.655,0.1643,138.5615,62.3869,357.7127,up,train
-0.5413,0.0738,0.7413,-0.109,-2.2026,0.0938,141.3179,32.7259,0.19,up,train
-0.077,0.0998,0.9597,-0.0351,-1.7692,0.2541,145.0148,8.2127,1.3823,up,train
0.1384,0.0612,0.9909,-0.069,-0.0977,-0.0391,144.3994,4.1942,0.7392,up,train
-0.0173,0.0442,0.8941,0.1995,2.6451,-0.3332,142.4725,30.1223,2.4101,up,train
-0.4855,0.067,0.8512,0.0122,1.8742,-0.379,141.5602,51.3449,2.0759,up,train
-0.9076,0.0721,0.5069,0.2999,1.5953,0.0831,139.1334,74.8685,2.7197,up,train
-0.9767,0.0541,0.2405,0.0202,1.1042,0.0633,346.1184,87.5629,208.1802,up,train
-0.9923,0.0289,0.2171,-0.0366,-1.2871,0.0398,128.968,82.4154,350.4879,up,train
-0.6941,0.0646,0.6592,-0.343,-3.0623,0.3653,142.8178,43.9697,2.5612,up,train
-0.1491,0.0476,0.9153,-0.2385,-2.4694,0.0184,142.2709,11.4244,3.8281,up,train
0.0987,0.0012,0.9368,0.1112,0.3219,0.0217,142.8733,7.7525,6.0949,up,train
-0.1985,-0.0398,0.8975,0.2276,2.8931,-0.1102,146.1167,39.0217,6.0061,up,train
-0.6906,-0.0391,0.7988,-0.1652,1.9047,-0.0323,148.7983,64.0208,3.9738,up,train
-0.9365,-0.0215,0.3075,0.2807,1.5321,-0.1988,142.3732,85.7981,2.4167,up,train
-0.9947,0.0087,0.1338,-0.1271,-0.6927,0.0297,139.7402,81.2927,1.3408,up,train
-0.7104,0.1095,0.5766,-0.8769,-3.6001,0.4664,145.2639,34.1896,2.8528,up,train
-0.1382,0.0342,1.0243,-0.0516,-2.1401,0.1867,147.2369,6.8446,358.4293,up,train
0.1203,-0.0029,1.0321,0.4459,1.6121,0.2731,148.1743,17.9599,4.6517,up,train
-0.3503,-0.0041,0.8571,-0.4701,2.4817,0.0483,150.4608,45.4361,5.8358,up,train
-0.7447,0.0456,0.5861,0.1011,2.2492,0.0459,164.0886,71.3448,21.9149,up,train
-0.9876,0.0694,0.2391,0.2492,1.2905,0.0978,257.3497,85.301,117.6439,up,train
-1.0456,0.0403,0.1119,0.2993,-1.106,0.0755,186.4177,83.4532,52.008,up,train
-0.7487,0.0808,0.4925,-0.5162,-2.736,0.3919,147.7779,48.5905,13.3235,up,train
-0.4046,0.0595,0.938,0.1488,-1.2859,0.0223,144.6716,32.8433,9.5795,up,train
-0.0138,-0.006,0.9511,-0.0541,-1.3008,0.0129,144.5878,11.5332,5.3021,up,train
0.0829,0.0291,0.9672,0.0932,2.4542,-0.2119,146.0796,26.5708,6.4279,up,train
-0.6541,0.0641,0.7289,0.0247,3.0757,0.1018,156.7699,65.4568,16.4701,up,train
-0.9664,-0.0046,0.3519,0.2596,1.3827,0.015,193.7144,81.817,55.6394,up,train
-0.9548,0.0352,0.1413,-0.1037,-0.0732,0.0047,194.9025,82.5046,57.0181,up,train
-0.9612,0.0238,0.2371,0.1251,-1.429,-0.0667,151.5341,70.4686,18.1532,up,train
-0.5902,0.0583,0.6597,-0.1583,-2.4955,0.1608,141.7161,36.6893,7.4898,up,train
-0.0896,0.0311,0.9412,-0.6547,-3.0551,0.2921,141.6411,356.1223,0.4365,up,train
0.1186,-0.0118,1.0167,0.2384,0.7029,0.035,142.5883,358.8842,2.8507,up,train
-0.0943,0.0685,1.0074,0.5264,1.5447,-0.027,143.0479,15.4692,4.8997,up,train
-0.4784,-0.0478,0.8371,0.0249,1.9415,-0.4601,138.6309,43.6424,0.3412,up,train
-0.816,0.0022,0.5196,-0.0487,1.9592,0.0796,140.8287,68.0915,4.5582,up,train
-0.9478,-0.035,0.2286,0.1269,1.2784,-0.0683,152.1922,85.0859,17.9332,up,train
-1.0002,-0.04,-0.0101,0.0267,-0.3853,-0.0124,161.1295,85.4323,30.2406,up,train
-0.8758,0.0061,0.3465,0.2234,-2.9244,0.3945,136.3729,52.9984,7.4086,up,train
-0.4998,0.0748,0.868,0.0741,-2.3477,0.2439,136.9773,20.9026,7.4698,up,train
-0.1738,0.0439,0.9853,-0.3269,-1.4024,-0.0731,136.1346,7.4753,4.0431,up,train
0.0162,0.0189,1.0116,0.0225,0.4952,0.1559,137.9121,8.0802,3.9627,up,train
-0.254,0.0422,0.986,0.3126,1.8526,-0.3157,137.0775,32.4689,5.2998,up,train
-0.7536,0.0867,0.6234,-0.3025,2.8819,0.0469,142.8354,68.7581,7.6909,up,train
-0.9925,0.0206,0.1547,-0.0316,1.4473,-0.0053,183.1335,88.3536,49.7962,up,train
-1.0209,0.0102,0.0697,-0.009,-1.0765,-0.049,138.581,82.1134,7.1287,up,train
-0.9148,0.0114,0.4194,0.1456,-3.7023,0.3462,134.9049,50.5487,6.6145,up,train
-0.3322,0.0034,0.8666,-0.3098,-1.9183,-0.1174,133.19,23.1807,359.8734,up,train
-0.0494,-0.0195,0.9811,-0.0041,-0.9049,-0.2775,132.1423,9.2123,359.244,up,train
0.1593,-0.0396,1.0099,-0.1611,-0.3279,0.1214,135.6785,0.817,356.7811,up,train
0.0941,-0.0043,0.9736,0.1868,1.5517,0.0753,136.883,13.3515,359.2762,up,train
-0.5134,0.0345,0.8861,-0.2344,2.3859,0.1046,139.8373,46.2675,3.2084,up,train
-0.8466,-0.0084,0.5208,0.403,1.666,-0.1614,140.1505,69.9119,8.0147,up,train
-0.9829,0.0211,0.2671,-0.0252,0.3175,0.0704,136.6525,77.2641,6.064,up,train
-0.952,0.0092,0.434,-0.1278,-1.8349,0.1828,136.0227,57.3467,6.7182,up,train
-0.4021,0.041,0.7774,-0.2396,-1.8853,0.0661,134.7543,28.11,5.4433,up,train
-0.0699,-0.0084,0.9843,-0.553,-1.2766,0.2408,139.1111,8.8195,356.8192,up,train
0.0958,-0.0651,1.016,0.0613,0.5078,-0.0545,139.6108,9.5542,355.9605,up,train
-0.197,-0.1042,0.9738,0.1071,1.5667,-0.0814,137.2883,27.3438,355.3696,up,train
-0.5082,-0.0463,0.8525,0.4391,1.454,0.0542,136.6592,43.0122,0.043,up,train
-0.7437,-0.0145,0.5746,0.1263,1.629,0.0017,136.735,63.2586,2.3315,up,train
-0.9861,0.0046,0.3592,0.1175,-0.101,-0.0124,136.958,68.4025,5.154,up,train
-0.8466,0.0228,0.5503,0.1074,-2.2665,0.0258,132.9215,44.0786,5.382,up,train
-0.3902,-0.0014,0.833,-0.283,-1.3486,0.002,132.9591,23.4253,2.3334,up,train
-0.1822,0.0056,0.9304,0.2512,-1.5612,-0.0994,131.2704,3.0725,5.7057,up,train
0.1244,-0.0357,0.9906,-0.2601,-0.6856,0.0081,132.0303,351.8521,2.0439,up,train
0.1508,-0.0241,0.985,0.097,0.5988,0.0035,134.1972,357.5365,2.6762,up,train
-0.179,-0.0188,0.8566,-0.0337,1.9479,-0.0481,135.5027,19.0039,7.281,up,train
-0.5504,-0.0323,0.8225,-0.0111,1.4922,0.0713,138.7273,37.9653,9.3586,up,train
-0.7247,-0.0581,0.638,0.2271,1.596,0.0166,144.6113,54.175,14.9325,up,train
-0.9256,0.0119,0.3185,0.2011,1.1977,0.0173,154.7006,68.7021,28.1578,up,train
-0.9827,-0.0002,0.224,-0.009,-0.2408,0.0322,154.0272,68.8003,29.0726,up,train
-0.8545,0.0141,0.5551,0.1306,-3.4876,0.3786,136.2886,33.143,15.8523,up,train
-0.175,-0.0082,0.9538,-0.1504,-2.6864,0.0927,131.6459,358.2137,10.8365,up,train
0.1239,0.0012,0.978,-0.0447,-0.3343,-0.0115,132.4074,351.0668,10.1976,up,train
0.1043,0.026,0.9936,0.254,0.9439,0.0127,135.1197,358.7556,10.5435,up,train
-0.2051,0.0789,0.946,0.4296,1.8746,-0.0612,140.5261,20.5878,16.7882,up,train
-0.72,0.1243,0.6692,-0.3043,2.7848,-0.0325,149.8707,55.7213,21.6132,up,train
-0.914,0.0415,0.3392,0.2595,0.8352,-0.1907,158.3748,69.2299,30.6629,up,train
-0.9604,0.0643,0.2737,-0.082,-0.5496,-0.0777,151.6725,66.079,24.585,up,train
-0.8037,0.0743,0.5198,-0.3477,-2.5707,0.0374,137.3175,37.9896,9.9913,up,train
-0.3512,0.0891,0.9492,0.1544,-1.9684,0.2909,135.7227,12.2665,12.9926,up,train
-0.0215,0.0459,0.9801,-0.1474,-0.8035,0.0948,135.3573,359.5535,10.2855,up,train
0.0032,0.0418,0.9943,0.32,1.2634,0.0457,138.3586,8.5249,13.3784,up,train
-0.3068,0.0493,0.9546,0.2476,1.1864,0.0176,143.4376,24.3598,16.2869,up,train
-0.5598,0.0825,0.8356,0.2485,1.6241,-0.1507,147.2931,45.1948,17.5748,up,train
-0.8536,0.1051,0.4618,0.3682,1.5661,0.0759,159.5211,63.5104,32.5187,up,train
-0.9538,0.0842,0.3353,0.1651,0.4708,-0.1379,168.921,71.0169,41.9121,up,train
-0.9735,0.0743,0.2856,0.0203,-1.1663,-0.0188,153.793,64.4584,27.7917,up,train
-0.686,0.0656,0.6397,0.0692,-2.7045,0.0939,137.5275,36.5579,14.2407,up,train
-0.1896,0.0976,0.9404,0.0439,-1.9073,0.2124,133.8487,9.3003,12.9846,up,train
0.071,0.0792,0.9914,0.0023,-0.016,-0.0044,134.1117,4.4612,11.9087,up,train
0.0461,0.0915,0.9514,0.0133,0.4284,0.0802,135.1776,7.3982,12.575,up,train
-0.3152,0.0872,0.9219,0.2359,2.3923,-0.071,142.5919,34.7398,16.3188,up,train
-0.7198,0.0658,0.6031,-0.0194,2.3578,-0.0649,149.4479,63.1083,16.9521,up,train
-0.8526,0.0124,0.3375,0.1813,0.7118,0.0273,158.816,72.9537,28.3872,up,train
-0.9441,0.0551,0.2452,0.0549,-0.1061,-0.0241,157.8342,74.7001,29.7263,up,train
-0.8815,0.0367,0.5198,-0.0214,-2.9005,0.3216,140.1807,45.4009,13.1151,up,train
-0.468,0.058,0.8602,0.2327,-1.7429,0.1652,139.1629,27.1646,9.5212,up,train
-0.1091,0.1185,0.9414,-0.3626,-1.6121,0.2486,139.9073,4.9431,4.7227,up,train
0.111,0.0269,0.9597,0.0158,-0.3101,-0.1206,138.6767,358.2806,3.8236,up,train
0.0887,0.0403,0.9351,-0.0556,2.2277,-0.2605,138.8703,17.7002,5.7307,up,train
-0.3875,0.0481,0.8154,-0.2532,1.8603,-0.1109,141.7216,39.274,6.2476,up,train
-0.7864,0.0471,0.5744,0.1979,1.6358,0.0464,145.532,61.8612,11.8424,up,train
-0.8985,0.0405,0.3673,0.0229,0.5048,0.0672,149.37,69.6355,16.4771,up,train
-0.9498,0.0639,0.3363,-0.0614,-0.9023,0.0501,145.428,62.5507,12.4406,up,train
-0.5939,0.093,0.7082,-0.6201,-2.439,0.3977,144.8049,31.5608,7.0871,up,train
-0.1999,0.0648,0.8802,0.0522,-1.2878,0.1799,144.7689,10.9505,8.6911,up,train
0.0184,0.0721,1.0255,-0.1958,-0.6959,0.1515,145.0367,0.9788,5.6927,up,train
0.072,0.0439,0.9477,0.0968,0.8011,-0.117,144.7654,5.9472,4.87,up,train
-0.3421,0.0806,0.917,0.1035,1.9342,0.0061,145.5438,29.372,6.0369,up,train
-0.608,0.0265,0.7245,0.1111,1.3692,0.0061,146.7318,46.4315,6.0315,up,train
-0.823,0.0354,0.5335,0.0714,1.2308,-0.1668,143.7949,62.1949,5.1155,up,train
-0.9269,0.0466,0.3582,-0.1474,0.001,0.0251,143.5842,64.6197,4.3337,up,train
-0.7928,0.034,0.5668,-0.1267,-2.4507,0.1705,143.2789,39.019,2.7838,up,train
-0.3762,0.0029,0.8863,0.3724,-1.48,-0.0229,143.0718,17.9911,3.7408,up,train
-0.0227,0.1241,0.9994,-0.2345,-1.6215,0.2041,142.2366,355.628,3.421,up,train
0.1709,0.0269,0.9443,-0.0291,-0.0137,-0.0474,143.4299,351.9368,2.5288,up,train
-0.0464,0.0983,0.9994,0.1835,2.3131,-0.1564,141.983,19.3199,3.6887,up,train
-0.5201,0.0585,0.8819,-0.0657,1.8599,-0.1891,139.4714,44.9025,359.9525,up,train
-0.7832,0.0612,0.5191,0.09,1.6897,0.1511,138.2729,64.8252,0.882,up,train
-0.9419,0.0425,0.3107,0.0027,-0.0715,-0.0564,135.5181,68.278,359.606,up,train
-0.8716,0.0864,0.501,0.0818,-2.2816,0.1818,136.7477,44.0541,2.2179,up,train
-0.3392,0.0804,0.8344,-0.359,-1.5372,0.1684,139.4917,16.027,359.988,up,train
-0.0311,0.1304,0.9302,-0.2197,-1.6371,0.2735,141.3915,353.1452,359.6505,up,train
0.1486,0.0862,0.9682,-0.0879,0.3003,-0.008,141.7282,352.771,0.28,up,train
-0.1491,0.0556,0.9882,0.0795,3.3671,0.1963,141.8972,23.4407,358.012,up,train
-0.6509,0.0068,0.8103,0.0532,1.2257,-0.2924,137.3656,43.8004,354.4065,up,train
-0.7827,0.0998,0.5293,0.085,1.514,-0.3083,124.6117,59.4976,348.7756,up,train
-0.9113,0.0413,0.3738,0.1849,0.5696,-0.0294,116.3685,71.5673,342.392,up,train
-0.9123,0.0481,0.4067,0.1965,-1.9853,-0.1919,122.4681,55.6184,349.0156,up,train
-0.4976,0.0755,0.7854,-0.3445,-2.828,0.39,135.8183,20.9699,353.5073,up,train
-0.0496,0.0306,0.9819,-0.2577,-1.2269,0.3554,144.7888,0.4545,348.5695,up,train
0.1244,0.0561,1.0352,-0.076,0.3601,0.0561,145.5429,1.4377,347.3237,up,train
-0.1074,0.0592,0.8907,-0.0082,1.9096,-0.0725,142.7083,20.631,351.8317,up,train
-0.5327,0.026,0.8405,-0.28,2.3283,0.2128,137.0923,47.8015,341.9073,up,train
-0.8634,0.1153,0.4694,0.2307,1.3604,-0.0105,121.948,68.4852,334.0942,up,train
-0.991,0.1029,0.2649,0.2304,0.3137,-0.0422,104.954,76.1996,322.0152,up,train
-0.8728,0.1199,0.3336,-0.7889,-2.6774,0.3332,138.5144,47.9459,352.5945,up,train
-0.329,0.009,0.909,0.6519,-2.1649,-0.0398,143.1654,20.0367,356.1767,up,train
-0.0829,0.0726,1.0172,-0.2046,-1.5711,0.1731,147.0386,1.4203,354.642,up,train
0.1501,0.0112,0.9762,-0.2431,-0.6866,-0.1503,147.6124,353.1814,351.8482,up,train
0.16,0.0219,0.9943,0.1919,0.5941,0.061,147.3828,354.6757,352.4702,up,train
0.0126,-0.0043,0.9811,-0.2544,2.6041,-0.1656,143.3429,16.0344,347.8403,up,train
-0.4811,-0.0287,0.8917,0.0276,2.69,0.0399,137.8047,39.4565,345.1463,up,train
-0.8333,0.0075,0.4021,0.2612,1.5547,0.0393,126.0811,60.4362,341.382,up,train
-0.9266,0.0134,0.2193,0.1775,0.1598,0.0311,122.684,67.0228,343.559,up,train
-0.9772,0.0456,0.3168,-0.0861,-1.6215,-0.0734,126.996,57.5261,348.4841,up,train
-0.7304,-0.0005,0.5927,0.3009,-3.0751,0.1969,134.4664,30.3312,357.2821,up,train
-0.3103,0.0495,0.8839,-0.3952,-2.207,0.1798,139.3411,7.5876,356.749,up,train
-0.0114,0.0908,0.9872,0.2145,-1.2013,0.1019,142.3541,353.1786,359.3147,up,train
0.1949,0.0364,0.9916,0.0654,0.3503,-0.0856,142.0791,353.7136,358.1083,up,train
0.0296,0.051,1.0277,0.1595,0.9942,0.0161,141.5761,8.3219,357.6797,up,train
-0.2814,0.1056,0.9017,0.1787,2.1527,0.01,141.6076,32.8587,0.6304,up,train
-0.6904,0.084,0.6977,-0.08,1.3143,-0.3098,135.71,49.4321,0.8017,up,train
-0.8242,0.0529,0.4881,0.1482,1.2807,0.0201,136.4195,65.2888,3.4444,up,train
-0.9096,0.0333,0.3156,0.0074,0.4673,-0.0648,135.3999,73.497,3.7157,up,train
-0.9508,0.0731,0.2425,0.062,0.1068,0.0005,135.5639,75.821,5.4707,up,train
