acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,direction
0.808128,-0.003599,0.534482,0.025056,0.031148,-0.010469,up
0.815387,-0.003721,0.524234,0.020251,-0.014673,-0.005063,up
0.817705,-0.003355,0.521733,0.026343,-0.032264,-0.003947,up
0.817095,-0.002684,0.524661,0.031492,-0.025657,-0.003432,up
0.817217,-0.003904,0.526125,0.035267,-0.043934,-0.005406,up
0.817827,-0.003782,0.520513,0.027544,-0.031234,-0.005749,up
0.816424,-0.003721,0.524417,0.02763,-0.000772,-0.004634,up
0.81618,-0.005429,0.522587,0.027115,-0.030033,-0.00369,up
0.817522,-0.005185,0.527589,0.029518,-0.013987,-0.003861,up
0.81801,-0.004392,0.524539,0.026429,-0.013214,-0.004548,up
0.849791,-0.015067,0.470005,0.025313,-0.016218,-0.005063,up
0.84912,-0.017995,0.467809,0.025056,-0.008238,-0.009525,up
0.851316,-0.017263,0.468846,0.033637,-0.009267,-0.011756,up
0.852536,-0.018361,0.467992,0.027973,-0.012614,-0.004891,up
0.852719,-0.019337,0.465308,0.029604,-0.026944,-0.008323,up
0.853817,-0.018605,0.465979,0.025056,-0.017076,-0.004376,up
0.855037,-0.017751,0.462136,0.032607,-0.022396,-0.009696,up
0.854305,-0.016836,0.463295,0.031148,-0.029089,-0.007208,up
0.853085,-0.021167,0.467016,0.030204,-0.014158,-0.021624,up
0.855342,-0.017141,0.461343,0.03132,-0.02437,-0.004205,up
0.756522,-0.010797,0.600545,0.033294,-0.045049,-0.001545,up
0.754875,-0.006649,0.612074,0.036125,-0.021195,-0.006779,up
0.755241,-0.007442,0.608048,0.033808,-0.033723,-0.010125,up
0.753899,-0.012261,0.610122,0.023168,-0.035267,-0.00798,up
0.754021,-0.011895,0.610976,0.024455,-0.02231,-0.003861,up
0.754631,-0.009516,0.61061,0.035267,-0.028231,0.00103,up
0.754021,-0.01037,0.614026,0.027888,-0.025399,-0.003432,up
0.75274,-0.010675,0.610854,0.037155,-0.029432,-0.003175,up
0.752984,-0.009577,0.613355,0.03398,-0.02437,-0.009353,up
0.751947,-0.012627,0.610671,0.028488,-0.033122,-0.003604,up
0.673928,-0.00549,0.701622,0.037927,-0.008752,-0.002145,up
0.675453,-0.007259,0.695583,0.035525,-0.023683,-0.002059,up
0.676551,-0.008601,0.697657,0.039729,-0.022911,0.000944,up
0.677161,-0.008967,0.694119,0.030119,-0.025914,-0.004205,up
0.677405,-0.006771,0.696315,0.031749,-0.00103,-0.005749,up
0.677405,-0.007869,0.69662,0.030204,-0.020079,-0.00429,up
0.678259,-0.00732,0.697047,0.020594,-0.027201,-0.005921,up
0.678015,-0.008113,0.697535,0.028145,-0.021624,-0.013729,up
0.678137,-0.008601,0.694241,0.024541,-0.030119,-0.005749,up
0.677954,-0.005917,0.69784,0.039129,-0.018706,-0.008924,up
0.6161,-0.00671,0.75091,0.028059,-0.02231,-0.003175,up
0.61671,-0.009943,0.748165,0.031234,-0.031492,-0.003347,up
0.615063,-0.005612,0.755363,0.026257,-0.018878,-0.008238,up
