acc_x,acc_y,acc_z,gy_x,gy_y,gy_z,pitch,roll,yaw,direction
0.166802794,0.018452236,0.914350629,0.042332958,-1.071081161,0.073441103,175.7419285,348.9187993,1.168369705,down
0.418704093,0.011168458,0.913375795,-0.104580134,-0.584221601,0.152853578,175.5187316,340.8182248,0.163964174,down
0.517864466,-0.000964904,0.851233125,-0.203540295,-0.607129097,0.092072487,176.6982096,332.8480754,357.9955568,down
0.594234943,-0.030153235,0.798350871,-0.101525813,-0.294671535,0.051755384,177.4295999,328.4404279,356.3244558,down
0.686606824,-0.048968859,0.735233426,-0.052962024,-0.607129097,-0.00566595,178.0919917,319.9709729,355.4223577,down
0.753521919,-0.098902613,0.625082433,-0.191933855,-0.568033695,-0.043234162,179.6991762,310.9878978,349.470816,down
0.837893069,-0.134604052,0.541981816,-0.045304321,-0.106769823,0.019609248,180.3355349,308.3742371,347.8540795,down
0.826255679,-0.100832425,0.513956666,-0.132592916,-0.015181858,0.043401383,179.7323572,308.7859609,347.4091874,down
0.835711062,-0.125437453,0.53540194,0.116029225,0.179989576,-0.025015524,177.6365683,310.605315,349.465964,down
0.806132674,-0.096972808,0.577317834,0.093067825,0.154502839,-0.039396208,176.7035645,311.3735815,349.6013725,down
0.136497051,0.01505314,0.964308441,-0.13875553,-0.704068244,0.084914871,320.048796,333.5616577,205.6984725,down
0.299178272,0.004370267,0.959190845,-0.04865291,-0.622517705,0.058953099,321.2599867,333.8917624,206.4326222,down
0.386701256,-0.061271381,0.917274892,-0.033686712,-0.307922155,-0.049475484,321.8220976,330.1783183,208.4323513,down
0.443191141,0.01699548,0.87414062,-0.038268201,-0.274935424,-0.104758784,323.0092732,325.4506936,208.0294248,down
0.555201173,0.007769363,0.835636497,-0.21816802,-0.569372475,0.154248074,324.7767076,325.6336368,206.1699877,down
0.620419085,-0.039319821,0.755216539,-0.19831489,-0.476520985,0.044597764,324.930141,324.4720334,204.8598482,down
0.714488149,-0.080086999,0.686250329,-0.19678773,-0.358013093,0.00336436,324.5991261,323.4770661,202.8206132,down
0.726125538,-0.110722683,0.651645362,-0.006683167,-0.022554645,0.010514531,323.1649435,319.0081177,202.7828969,down
0.738975167,-0.109516561,0.663586497,-0.041471779,-0.049723141,0.010249871,322.1751056,315.9117607,203.1081779,down
0.771462858,-0.134121597,0.58389765,-0.066190287,-0.147459835,0.000313796,319.4654159,311.3118264,204.9960421,down
0.04461005,0.03034907,0.973325253,-0.091235764,-0.54788202,0.084613197,327.7578017,35.71943391,187.6987383,down
0.243415698,0.037390053,0.966014266,-0.023124289,-0.609884858,-0.031756628,328.4118675,52.51158375,185.9415902,down
0.321968198,0.040303569,0.921661496,0.064229444,-0.588199139,-0.007016587,328.2901911,68.4986353,184.294736,down
0.408278942,0.042731494,0.908745527,0.074003279,-0.260469913,-0.080625847,327.8760938,80.43568861,182.9673707,down
0.486104071,0.122124664,0.872434676,0.077973902,-0.247030884,-0.119721226,146.638752,88.57673452,0.361361323,down
0.512530625,0.064097241,0.842460036,-0.002354871,-0.38081035,0.02291581,157.5827504,79.22338467,10.66533612,down
0.601750791,0.076479658,0.790308893,0.04529262,-0.551241815,0.014669129,157.152831,65.83189039,10.12425963,down
0.67302984,0.067010745,0.738645136,-0.114754081,-0.391195059,0.04612869,158.8320467,55.44940863,9.58069525,down
0.714488149,0.047830135,0.68698144,-0.003882032,-0.297427267,0.042463496,159.8723664,45.26680893,9.531027822,down
0.746006072,0.044916626,0.661636949,-0.019117292,0.020739496,-0.000533443,160.7507697,39.82249588,9.046091221,down
0.194684073,0.114112511,0.975031078,-0.08386901,-0.415112853,0.011683862,178.7890125,317.6839352,354.1331446,down
0.282934368,0.093960725,0.957241178,-0.018811859,-0.328980863,0.001604586,178.6781858,315.2503457,354.5480068,down
0.347424984,0.097117029,0.933115244,0.014480297,-0.279500782,-0.008780124,178.8707425,313.3078945,355.4380381,down
0.421613455,0.078907587,0.870972574,0.003484722,-0.514378488,0.00099372,180.4461566,309.1319613,354.22074,down
0.52489543,0.089104876,0.851476789,0.003484722,-0.246208638,0.014738188,181.0257528,306.7039383,354.0880312,down
0.593992531,0.081821099,0.810292006,0.020588949,-0.531788111,0.008934968,180.1603269,300.8735727,355.7264083,down
0.675696731,0.048558515,0.719149351,-0.291868627,-0.444434404,0.051084671,182.7395019,296.2154247,350.944221,down
0.763704658,0.016267104,0.702090621,0.243860185,-0.004000548,-0.074753568,182.4568414,293.9537373,350.3956253,down
0.719337046,0.00752657,0.658468902,-0.031213794,0.051988468,0.021068035,181.3150113,295.803093,351.4860437,down
0.735823333,0.013353592,0.679914176,-0.032351069,0.032932993,-0.00467593,180.4028532,296.9579414,352.4257394,down
0.055520114,0.039089605,0.976736963,-0.031211885,-0.18429029,-0.006150173,210.5662936,278.6655336,318.4785492,down
0.164620772,-0.000241226,0.922879934,0.167624757,-0.727044106,-0.022032669,240.370835,275.9103583,290.2857208,down
0.286813527,0.042731494,0.961871505,0.123031586,-0.734374464,0.009426891,270.1005037,275.3833614,262.4513339,down
0.395186841,0.050986439,0.900947213,0.056141846,-0.486363143,-0.000957818,299.1751369,275.8947854,235.2919199,down
0.513015568,0.067739129,0.935064793,-0.048621543,-0.427414656,0.013092082,309.6663757,278.6074497,224.6539686,down
0.57435441,0.043702662,0.799325645,-0.104821146,-0.521487951,-0.005233875,319.7292832,280.0711114,213.7329059,down
0.68345505,0.023550879,0.732309043,-0.086495191,-0.384348661,0.057074379,322.7958742,281.8195852,209.755878,down
0.737035632,0.004613059,0.682107449,-0.012082946,-0.095731959,0.006409989,319.8527594,280.3988444,212.9213838,down
0.737762928,0.004613059,0.670166373,-0.014417699,0.017933454,-0.004393148,309.0474103,277.6782844,223.5177666,down
0.730489552,0.002185133,0.672115922,-0.024884488,0.015852999,-0.002403663,289.9816544,275.5945371,242.4341258,down
0.064733058,0.05681346,0.990140319,0.004747469,-0.196417034,0.034732681,334.8049946,297.1493779,201.0583151,down
0.123404972,0.042488702,0.967232823,-0.00930243,-0.665866971,0.081769302,335.3252859,298.2536487,201.0597905,down
