acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,direction
0.51911,0.015921,0.818986,0.027973,-0.035868,-0.007637,up
0.517585,0.019947,0.821182,0.023254,-0.020594,-0.007208,up
0.517341,0.019459,0.822585,0.043076,-0.026858,-0.004462,up
0.517524,0.020923,0.823622,0.029261,-0.023254,-0.010211,up
0.516792,0.019825,0.822219,0.036812,-0.035525,-0.008409,up
0.516121,0.020984,0.822585,0.022568,-0.009096,-0.003861,up
0.516365,0.017873,0.81984,0.019135,-0.026515,-0.005063,up
0.5185,0.021167,0.822951,0.027115,-0.022911,-0.00695,up
0.514962,0.021777,0.825574,0.028231,-0.020937,-0.008066,up
0.51667,0.018117,0.821365,0.017247,-0.027373,-0.002832,up
0.668926,-0.003111,0.705221,0.025914,-0.019564,-0.006693,up
0.670085,-0.003477,0.704245,0.027716,-0.031835,-0.005663,up
0.667584,-0.003843,0.705465,0.026944,-0.028917,-0.003861,up
0.665266,-0.003355,0.706197,0.024541,-0.01536,-0.001802,up
0.668926,-0.003416,0.704733,0.027544,-0.021452,-0.005921,up
0.668682,-0.003416,0.706319,0.024713,-0.028145,-0.008581,up
0.667157,-0.004087,0.704306,0.022911,-0.030634,-0.008238,up
0.665815,-0.003904,0.705343,0.025914,-0.025056,-0.007551,up
0.665815,-0.003843,0.704855,0.027888,-0.02703,-0.004805,up
0.665266,-0.003355,0.709186,0.029175,-0.018449,-0.006436,up
0.667279,-0.00427,0.704611,0.02763,-0.023511,-0.005921,up
0.66856,-0.001586,0.706197,0.031663,-0.018878,-0.007465,up
0.66795,-0.005795,0.708942,0.021881,-0.01596,-0.008752,up
0.668743,-0.002928,0.718153,0.027459,-0.022739,-0.006007,up
0.667645,-0.006161,0.706746,0.025142,-0.01596,-0.005148,up
0.669719,-0.004514,0.702415,0.027115,-0.027459,-0.006092,up
0.668499,-0.004941,0.702903,0.026,-0.031492,-0.007809,up
0.668865,-0.004148,0.704611,0.033208,-0.029861,-0.005578,up
0.668926,-0.003172,0.707966,0.03029,-0.021452,-0.008667,up
0.667889,-0.001891,0.705709,0.030719,-0.001888,-0.004033,up
0.750605,-0.008845,0.612867,0.021452,-0.045135,-0.007551,up
0.751459,-0.007564,0.61671,0.025571,-0.02703,-0.012957,up
0.749263,-0.00732,0.61488,0.025657,-0.029089,-0.008667,up
0.750056,-0.008113,0.615551,0.017676,-0.022653,-0.007122,up
0.749934,-0.00549,0.616161,0.02068,-0.019221,-0.006693,up
0.750422,-0.00488,0.615124,0.022224,-0.019049,-0.006264,up
0.750544,-0.006466,0.613904,0.020079,-0.043247,-0.005663,up
0.749934,-0.005063,0.612806,0.025828,-0.043505,-0.004548,up
0.752252,-0.003721,0.61427,0.01536,-0.018706,-0.011927,up
0.750239,-0.006344,0.61305,0.020851,-0.023597,-0.006092,up
0.747799,-0.003843,0.619455,0.024884,-0.020251,-0.007465,up
0.7503,-0.005246,0.618601,0.031406,-0.01862,-0.00738,up
0.748043,-0.005002,0.613599,0.002403,-0.027716,-0.00429,up
0.749446,-0.005856,0.617381,0.022911,-0.023511,-0.003947,up
0.748714,-0.005307,0.619455,0.025313,-0.016475,-0.00635,up
0.747494,-0.005612,0.616954,0.023855,-0.026,-0.003604,up
0.748531,-0.006893,0.619089,0.019736,-0.016046,-0.006007,up
0.748226,-0.004941,0.62037,0.026343,-0.000172,-0.007809,up
0.749324,-0.005063,0.616466,0.029947,-0.022825,-0.012185,up
0.748836,-0.004697,0.619577,0.020337,-0.016818,-0.006436,up
0.839604,-0.011163,0.488305,0.026257,-0.017591,-0.005835,up
0.838933,-0.011468,0.484462,0.026686,-0.030548,-0.007036,up
0.839177,-0.011285,0.491233,0.030891,-0.029775,-0.006865,up
0.837957,-0.012078,0.491538,0.02334,-0.017676,-0.004891,up
0.838933,-0.011407,0.490257,0.030548,-0.026343,-0.006779,up
0.838445,-0.012932,0.4941,0.03029,-0.043762,-0.008066,up
0.83692,-0.012688,0.489891,0.024884,-0.01699,-0.006521,up
0.839726,-0.012261,0.493124,0.028488,-0.01802,-0.005921,up
0.838567,-0.013054,0.490318,0.026772,-0.021366,-0.00635,up
0.839055,-0.01281,0.487207,0.000257,-0.031063,-0.005835,up
0.680211,-0.013115,0.69601,0.015016,-0.034066,-0.013043,up
0.679418,-0.011895,0.693631,0.024026,-0.043162,-0.008838,up
0.679723,-0.011773,0.696315,0.024627,-0.019736,-0.012528,up
0.684786,-0.006283,0.691191,0.05732,-0.033294,-0.003518,up
0.675148,-0.020435,0.695522,0.002317,-0.015188,-0.007036,up
0.677954,-0.01769,0.689971,0.019822,-0.019908,-0.003947,up
0.682346,-0.008357,0.69479,0.048482,-0.00266,-0.013043,up
0.682468,-0.013115,0.693814,0.046422,-0.029861,-0.008323,up
0.682102,-0.016287,0.696193,0.024541,-0.000086,-0.007894,up
0.682407,-0.0183,0.694363,0.022653,-0.043591,-0.011155,up
0.681492,-0.015433,0.696315,0.032865,-0.025399,-0.00635,up
0.681431,-0.016165,0.692289,0.030033,-0.025914,-0.004805,up
0.681187,-0.014884,0.693692,0.033808,-0.019908,-0.001459,up
0.681919,-0.015616,0.692106,0.031148,-0.030119,-0.003432,up
0.680943,-0.015311,0.696254,0.032092,-0.001459,-0.00695,up
0.680272,-0.015128,0.693692,0.029604,-0.03132,-0.009353,up
0.679784,-0.015494,0.694119,0.031234,-0.027544,-0.008409,up
0.678747,-0.014396,0.69845,0.033122,-0.019564,-0.008066,up
0.679296,-0.015982,0.688873,0.014759,-0.030719,-0.005492,up
0.677039,-0.01769,0.699182,0.038442,-0.049168,-0.015274,up
0.528687,-0.007625,0.816485,0.022825,-0.050284,-0.011327,up
0.523624,-0.005795,0.818803,0.035181,-0.012442,-0.00695,up
0.52521,-0.005856,0.819047,0.033208,-0.000172,-0.008495,up
0.530395,-0.007564,0.813191,0.02969,-0.003432,-0.004376,up
0.531432,-0.008296,0.817034,0.02128,-0.017505,-0.008752,up
0.533567,-0.00854,0.796477,0.026171,-0.024627,-0.011412,up
0.533933,-0.00671,0.812642,0.030204,0.005234,0.000515,up
0.534543,-0.011163,0.810629,0.025742,-0.036468,-0.015617,up
0.538996,-0.008662,0.810568,0.028403,-0.018363,-0.008238,up
0.536007,-0.010614,0.809531,0.029861,-0.042904,-0.004205,up
0.680699,-0.023424,0.698511,0.028574,-0.019908,-0.007465,up
0.681248,-0.024522,0.696559,0.029775,-0.023855,-0.00532,up
0.682041,-0.024339,0.695095,0.027973,-0.026,-0.006779,up
0.681248,-0.023729,0.696986,0.019908,-0.020165,-0.006436,up
0.682407,-0.023729,0.696681,0.019478,-0.05569,-0.004376,up
0.681004,-0.022448,0.696254,0.012957,-0.013901,0.001373,up
0.681553,-0.021655,0.695156,0.022911,-0.025485,0.002488,up
0.683261,-0.017263,0.691618,0.044963,-0.031492,-0.011069,up
0.6771,-0.025986,0.703879,0.000429,-0.016218,-0.010211,up
0.68137,-0.024522,0.692228,0.004634,-0.053544,-0.017505,up
0.68381,-0.014701,0.698816,0.015188,-0.018106,-0.008238,up
0.683078,-0.01891,0.671549,0.030376,-0.025571,-0.010297,up
0.684359,-0.014335,0.689849,0.033551,-0.001116,-0.00798,up
0.685091,-0.015067,0.689361,0.042218,-0.019307,-0.008581,up
0.682346,-0.013481,0.691069,0.039129,-0.001545,-0.007637,up
0.6893,-0.015555,0.680943,0.022911,-0.026,-0.011327,up
0.68808,-0.015616,0.692045,0.016733,-0.006607,-0.009868,up
0.688507,-0.016714,0.682224,0.01965,-0.022396,-0.009954,up
0.689788,-0.016348,0.682285,0.025828,-0.018277,-0.00695,up
0.689849,-0.014823,0.685152,0.021967,-0.016132,-0.009611,up
0.342515,0.002562,0.915244,0.033208,-0.0127,-0.003089,up
0.344467,0.001952,0.912194,0.025657,-0.011412,-0.005835,up
0.346846,0.002989,0.91134,0.033723,-0.017676,-0.004376,up
0.347029,0.002562,0.911889,0.035267,-0.017076,-0.004977,up
0.345931,0.000793,0.91134,0.029261,0.000429,-0.006007,up
0.350811,0.000122,0.911767,0.01965,-0.021452,-0.007637,up
0.352275,0.000244,0.909632,0.025485,-0.000429,-0.006436,up
0.351482,0.000549,0.912011,0.029175,-0.015016,-0.003518,up
