acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,direction
0.782691,-0.00305,0.575474,0.035868,-0.024713,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
0.782325,-0.003904,0.575474,0.027373,-0.031921,-0.007465,up
