acc_x,acc_y,acc_z,gy_x,gy_y,gy_z,pitch,roll,yaw,direction
0.182561785,0.020394577,0.986484826,-0.231834307,0.316503555,-1.207416773,168.3903227,349.7941572,1.170638822,left
0.184258908,-0.043179438,0.956997514,-0.248022228,-0.036881998,-1.000944257,153.5052777,350.2256911,1.410521042,left
0.22741428,-0.04824518,0.935308516,-0.244357035,0.088345379,-0.873273432,143.9298443,351.0777085,1.655583107,left
0.189835146,-0.02774098,0.951392472,0.032059483,-0.209145993,-0.39221704,138.4596824,349.8609701,1.752100616,left
0.199290544,0.021851331,0.986241162,-0.266348183,-0.015807152,-0.361062914,133.6292907,350.522485,0.420886102,left
0.167530134,-0.027499752,0.939451396,0.076652646,-0.131260693,-0.18513374,131.4509111,348.9615827,1.437841051,left
0.217716426,0.04418825,0.969913483,-0.106997877,0.025020387,-0.078082666,131.1349875,349.4573759,1.628633528,left
0.210200608,0.032291412,0.962115169,0.002791692,0.010906279,0.009360258,131.880489,349.3165289,1.517721394,left
0.218443766,0.004370267,0.975274801,0.001800269,0.037049968,-0.00900714,132.5849957,349.2854874,1.234953377,left
0.217231542,0.013353592,0.960896671,-0.034018517,0.023641687,0.012018385,133.0531505,349.6857313,1.005912802,left
0.236384764,0.132564738,0.934333682,0.069330677,-0.008796345,-0.030383725,125.4043359,349.9797513,349.570582,left
0.260629356,0.210501164,0.952123582,-0.343003362,0.265787572,-0.750593841,122.8453509,350.4640971,348.8285776,left
0.180379748,0.111198999,0.958216012,-0.289858103,0.184542507,-1.261277199,111.7998968,350.4740641,347.9316201,left
0.193956733,0.102944054,0.979417682,-0.275502741,0.163467646,-1.248143673,104.4483251,350.1313978,348.40949,left
0.163408548,0.041274738,0.987703323,0.04459063,0.147585154,-0.995550811,96.92625829,349.2871292,350.3045772,left
0.100857504,0.056570668,0.969669759,-0.041846801,-0.194499373,-0.947292447,88.56878418,346.7504405,352.3968648,left
0.138921499,0.046373382,0.969426036,-0.314292699,-0.10439676,-0.559698462,86.28090986,345.8055453,350.6795759,left
0.136981949,-0.005789421,0.969426036,-0.147221059,0.004642688,-0.318406701,83.68790367,345.8721849,349.9178169,left
0.106918648,0.022579709,1.0052495,0.091321819,0.035796817,-0.192263022,84.90944203,345.4694163,352.8095807,left
0.077340245,-0.026293622,0.990384042,0.059251398,-0.06194162,-0.156221971,87.19434521,346.3843628,353.2789773,left
0.204624355,0.042003114,0.929459751,-0.13011682,-0.137383476,-0.026718533,106.6461502,341.4108718,278.231639,left
0.12607187,0.09104722,0.948224485,-0.264812618,0.085582331,-0.555727839,106.583251,338.7496457,280.4035845,left
0.112010017,0.06069814,1.004762053,-0.460289508,0.23493889,-1.209048271,102.7933498,330.0872685,283.9810669,left
0.074188448,0.014567555,0.976736963,-0.09041059,0.09566161,-0.766476333,100.3600812,324.7943432,288.9633825,left
0.042670481,0.017481066,0.957972288,0.084907733,0.301217765,-0.495252192,96.4201481,323.0064353,296.3025984,left
0.056732342,0.044431042,0.99428314,-0.091937751,0.18698597,-0.555116951,93.84011927,321.6374434,302.2248915,left
0.012122296,-0.037390016,0.954316854,-0.242516041,0.173546925,-0.542594194,89.94992356,319.3695645,306.4463616,left
-0.053810168,-0.104209587,0.979661286,-0.113569528,0.057458401,-0.181416422,89.21001599,320.7564412,308.6186964,left
-0.099474765,-0.14594166,0.974787354,0.024477407,-0.006510187,0.014510371,92.96901743,324.3430179,309.4276367,left
-0.068373479,-0.105174489,0.962602496,0.058322616,-0.038313154,-0.011609406,96.4215961,327.3162573,311.1037583,left
0.160984099,0.040546361,0.978686571,-0.247110009,0.205727518,-0.909886777,307.1937346,321.121467,23.76080232,left
0.134072587,-0.001206129,0.95334208,-0.213817865,0.10554561,-1.367424846,281.2274146,333.0046882,30.83649752,left
0.143285528,-0.049451306,0.999400795,-0.030558281,-0.063358635,-0.989604712,262.3264029,340.6429895,34.70114832,left
0.161711425,0.016509894,0.976980627,0.015256613,0.102491282,-0.906221569,247.2099853,349.1694638,36.9106428,left
0.136739492,0.050743647,1.009392381,0.03449887,0.112265125,-0.806650519,234.9567216,357.4957805,37.25609328,left
0.142073318,0.048315722,0.93896395,-0.112414226,0.259483635,-0.776107311,223.7118123,3.903264,34.23325987,left
0.095523693,0.017238274,0.985266328,-0.297506392,-0.083822608,-0.393400192,214.2347336,7.084089926,26.10530061,left
0.073218666,0.005584229,0.989165485,0.013424017,0.143419251,-0.171656102,208.7888462,10.18669268,23.24643956,left
0.053580545,-0.004342066,0.977955461,0.047669984,0.064770371,-0.067759469,204.2394894,11.64397331,22.41522773,left
0.07467334,0.04807293,0.990384042,-0.023643861,0.063656241,0.052673101,200.8021557,12.00613128,21.76411434,left
0.21117039,0.060940936,0.944081604,-0.669022977,0.242334336,-0.628747106,134.2499226,358.4351389,272.9187013,left
0.283419281,-0.001206129,0.956266463,0.235362992,0.056936726,-1.231671095,134.6960296,346.9901955,275.5897014,left
0.144740209,0.037875641,0.985266328,-0.047467604,0.007151209,-0.991906464,132.9973752,334.8843955,279.0777424,left
0.166802794,0.101730086,0.933115244,-0.28417787,-0.073483005,-1.060934186,132.186864,323.9134161,281.8252679,left
0.203897014,-0.003859614,1.002812624,-0.216677278,-0.152590051,-0.750614703,131.4140827,315.8362769,283.9473189,left
0.170439467,0.011896837,0.91166991,-0.35534367,-0.232002541,0.014799454,134.3167629,317.0210586,283.0565188,left
0.266932964,-0.11820069,0.977711737,-0.323578686,-0.385940552,0.039234065,140.1750844,319.7970318,279.1302324,left
0.305239409,-0.115547203,0.922879934,-0.240963578,-0.031307481,-0.005236877,140.2630163,320.9940737,281.9660518,left
0.305481851,-0.23037073,0.954316854,-0.072660528,-0.018400893,0.010962049,139.5964171,322.2955219,284.9989973,left
0.286328614,-0.17464754,0.932871521,-0.009734681,0.068577498,0.070850849,138.6665142,324.105563,289.818249,left
0.19419919,0.040546361,1.00183773,0.093756869,0.208380401,-0.407794118,173.1535053,349.2066209,2.409798528,left
0.182561785,0.008740533,1.000619292,-0.005203299,0.099340945,-0.898929775,162.2807868,351.4702719,4.744580235,left
0.151528701,0.112170175,0.938232839,-0.102636307,-0.004200708,-0.946882725,151.9588,352.5671482,6.469062128,left
0.161468983,0.04224591,0.97722435,-0.172580376,-0.112629287,-0.867470205,141.2201443,352.3217378,5.187602953,left
0.180379748,0.098573789,1.030593991,-0.205872536,-0.001451816,-1.024157166,133.7576572,352.9425235,4.984099174,left
0.186198458,0.005827022,0.932627857,-0.191517204,-0.234191477,-0.818906426,124.1242355,350.7079178,3.069866942,left
0.178440198,0.020394577,0.941400945,-0.272762269,-0.179213613,-0.392827898,119.939283,348.7343901,2.187956118,left
0.257477582,-0.054999504,0.997938573,-0.164028257,-0.176159263,-0.13565366,118.983999,347.4494232,359.6534624,left
0.298693359,-0.040043499,0.979905009,-0.040598799,0.074035406,-0.137069061,119.257753,347.099411,358.9650714,left
0.265720725,-0.030153235,0.929459751,-0.007098436,0.029498074,-0.095783152,120.4894684,346.8206557,358.52562,left
0.168984801,0.236479968,0.922148883,-0.464636505,-0.086566329,0.579222977,176.8260981,27.84431117,257.8330742,left
0.278812796,0.152473733,0.948468089,0.276648462,0.363641351,0.11710339,174.349813,28.5258616,267.9435436,left
0.187168241,0.194234058,0.904115319,-0.286263853,0.125709355,-1.324844003,174.8379803,13.49488456,269.4913738,left
0.185956016,0.227496639,0.941400945,-0.106364042,-0.209655672,-0.931446791,177.9454568,357.1837548,274.6948578,left
0.17213659,0.239150688,0.999888182,0.21281305,0.036217593,-0.853561461,174.0277149,340.9082774,279.1160119,left
0.129223675,0.132807538,0.969669759,-0.005265839,-0.088093489,-0.857837498,171.2494808,331.9830165,285.8146721,left
0.136012167,0.147375092,0.965770602,-0.263356417,-0.034642778,-0.553932071,167.3429405,325.616534,289.2152253,left
0.120980509,0.10367243,0.962358892,-0.242586985,0.013310146,-0.553015769,164.6229816,321.1213201,292.5177037,left
0.174561054,0.03204862,1.003299952,-0.161647335,0.040493648,-0.176722795,159.8763416,318.6384508,297.0723743,left
0.161953881,0.077936418,0.98136723,-0.242892414,-0.051747002,-0.286373079,155.3047457,316.3704352,301.244814,left
0.181107104,-0.018091943,0.980148733,0.121488705,0.14708963,-0.256440699,112.1761104,338.2519451,28.04704655,left
0.133102804,0.040546361,0.982342005,0.227779269,0.233832493,-0.720087409,109.5878444,344.838399,31.18779805,left
0.099160381,0.059241388,0.988921821,0.061013039,0.117462672,-0.462302268,108.2894528,348.8902243,30.90130235,left
0.111282676,0.103915222,0.966501713,0.11507462,-0.075570747,-0.617462039,105.4823884,351.6536702,31.79796276,left
0.100615054,0.169469222,0.958459735,-0.373617589,0.154114574,-0.488874912,104.4125827,356.1471385,27.56379018,left
0.067884855,0.067739129,0.988678098,0.094305202,0.086308539,-0.765596867,99.14745629,0.49464246,27.14193037,left
0.035639551,0.034962133,0.942132056,-0.282598674,-0.088398919,-0.637620628,96.35832123,2.696347375,23.62322524,left
0.063278385,-0.079845771,1.058862805,0.035662133,-0.240504354,-0.36212039,93.44428249,1.650770918,21.45292409,left
0.061823711,-0.097214036,0.988678098,-0.299397439,0.257656246,-0.297979534,93.42010362,4.927006904,15.89484058,left
0.032002863,-0.096007906,0.971619308,0.037398241,-0.01432446,-0.000868091,94.46325109,6.616482796,14.70428396,left
0.12316253,0.057299048,0.988678098,-0.062417105,-0.073884159,0.0273057,103.9314711,343.8742717,10.89612053,left
0.145467564,0.023065295,0.999400795,-0.245065823,0.113956898,-0.765902817,96.80683243,346.6099153,8.406805151,left
0.109828003,0.020880161,0.953829467,-0.016602214,0.030573798,-0.671524167,92.35277045,348.7089366,9.220124441,left
0.149104238,0.001213963,0.985510051,-0.201694384,-0.015851963,-0.706343472,89.47780039,349.0858691,6.999676045,left
0.155650273,0.014081969,0.960652947,0.104349107,0.039431345,-0.674273074,86.36309753,350.4798766,6.828563585,left
0.116858929,0.005341437,0.97722435,-0.007744666,0.091354892,-0.735665023,81.43435789,353.2407949,8.327835358,left
0.089947432,0.046616174,0.994526803,0.006610665,0.084024504,-0.480017871,80.27888113,354.4150896,9.170602154,left
0.077825136,0.038604021,0.982098341,-0.017823944,0.069363743,-0.61410284,77.77666181,356.8252775,9.319279151,left
0.123889863,0.019666197,0.982829392,-0.120143875,-0.165208519,-0.24514021,79.17380433,355.8160067,7.008337579,left
0.116131596,0.037875641,0.999157071,-0.033453591,0.001379602,-0.020902827,82.57397495,355.5241732,6.568758557,left
0.239294112,0.13984853,1.041804075,0.06061966,0.147376388,-0.616801858,15.33800087,26.46767801,12.34190765,left
0.145467564,-0.000482452,0.978686571,0.123233341,0.008709982,-0.893829226,9.888776055,30.7776247,12.44859435,left
0.252871066,0.039575189,0.929703474,-0.533752203,0.033144593,-0.735615134,11.88701534,31.00472166,13.14546148,left
0.152498484,0.080849931,1.023283005,-0.023068881,0.19471845,-0.628102899,13.59037402,33.57531458,14.94295126,left
0.072006434,0.036661681,0.961384058,0.159274399,0.362706393,-0.493101656,17.0381596,38.10521557,15.92910764,left
0.032730199,0.129894033,1.001350403,-0.049336087,-0.03832664,-0.607638896,20.15764531,38.42315746,16.59741262,left
0.016486323,0.129894033,0.9669891,0.052067548,-0.012975734,-0.640014768,22.24457546,39.30446701,16.40446319,left
0.040246025,0.123824216,0.986972272,-0.004437491,-0.24052304,-0.471415937,23.17303551,36.86410189,12.42210944,left
0.134799927,0.0881337,0.970157146,-0.176090628,-0.176382184,-0.180338666,27.58282079,33.01282801,10.09313617,left
0.121707849,0.021851331,1.00183773,-0.083018467,-0.117973521,0.033325389,35.38455315,29.55703916,11.46763831,left
0.166317895,0.07550849,0.98404789,0.108487785,0.152334347,-0.408635616,299.1946644,44.86841083,345.4217091,left
0.126314327,0.081578307,0.973325253,-0.072939195,0.028328696,-0.400999784,284.1034502,41.69480783,338.4390821,left
0.140618622,0.122853041,0.976980627,-0.044533961,0.00419952,-0.47705251,269.5964426,35.52372508,331.0666493,left
0.156620055,0.066767953,0.996232748,0.04373607,0.01733312,-0.575707257,257.007516,28.17021194,326.2599788,left
0.111040227,0.096874237,0.973568916,-0.148381054,0.061009988,-0.685663044,243.6286303,20.95869672,322.1180155,left
0.118556052,0.040303569,0.980392396,-0.253755301,0.053985037,-0.592506051,234.1289846,14.1695587,318.7745662,left
0.110555336,0.024522049,0.998182297,0.069392405,0.147752851,-0.680776119,223.1091164,6.930587828,318.3734121,left
0.078310028,0.035447713,0.967476487,-0.087905392,0.079946809,-0.279743046,216.0924358,2.850752339,319.7623686,left
0.099645272,0.008254947,0.996720076,-0.014296131,0.01580596,-0.195749074,210.8084238,358.9422518,320.8711645,left
0.077825136,0.019908991,0.977468073,0.03976544,-0.004963461,-0.260195345,204.8844915,355.7381058,323.9362358,left
0.156135172,0.044673834,0.976980627,-0.061902843,0.030483361,-0.03179203,198.0706128,357.1082249,318.5379172,left
0.161711425,0.045887794,0.986484826,-0.022502039,0.043922395,-0.289271742,194.0096555,354.5120194,320.1091305,left
0.162681207,0.06021256,0.977711737,-0.065262601,0.072633065,-0.379985213,189.7332741,352.3271422,322.7161864,left
0.138921499,0.072352186,0.964308441,-0.034719344,0.0720222,-0.368073344,185.128784,350.4149078,324.8117636,left
0.124617197,0.077208042,0.958947122,-0.17308031,0.057972297,-0.357688636,180.8359692,348.8953265,327.014684,left
0.152256027,0.128194481,0.973081529,0.151289135,0.003605291,-0.59775871,173.7413251,345.8434938,332.2567722,left
0.125829428,0.096145861,0.961384058,-0.122989371,-0.00555769,-0.654874563,167.410696,343.0730786,335.2143585,left
0.130193457,0.108285487,0.983316779,-0.145896822,0.102260023,-0.712906778,160.5887303,342.0277625,338.2397396,left
0.105463974,0.053657159,0.965283275,-0.173385754,0.101954594,-0.509488642,155.8150018,341.6317225,339.0708814,left
0.079037368,0.04151753,0.975518465,-0.088475481,-0.086497329,-0.283468515,153.5943298,341.1182818,340.471147,left
0.103766859,0.154416084,0.940426111,0.020563964,0.050031047,-1.12127018,42.15904895,19.75348082,27.26231587,left
0.147892013,0.082792267,0.961140394,-0.343817174,0.041784368,-0.624636769,42.55358459,20.10945149,21.72514469,left
0.135527268,-0.050174985,0.984535277,0.060575638,-0.022661917,-0.941981256,42.65785425,19.97429742,20.35581471,left
0.108858213,0.041031945,0.977955461,0.137544662,-0.023883648,-0.572102368,43.51973192,20.12541706,18.52932479,left
0.119525842,0.054385535,0.988921821,-0.195987761,0.004827019,-0.598369539,43.15982193,20.71344,15.99715339,left
0.105948865,0.014567555,0.94651854,-0.221644104,0.075381957,-0.606310785,44.0268598,21.91222016,12.50887077,left
0.067399964,0.01602431,0.995257914,-0.210037664,0.155710727,-0.391591668,46.39036139,23.30315062,9.256399575,left
0.050913639,-0.042455759,0.988190711,-0.144652665,-0.011686303,-0.061352801,51.02599712,22.65722987,7.723406305,left
0.032002863,-0.01640336,0.999400795,0.025310654,0.042030312,0.018911282,56.76705457,22.09433008,9.205807511,left
0.037094224,-0.003859614,0.980148733,0.048052933,0.024711451,-0.010132981,62.70416235,20.84440546,10.25936675,left
